id,firstname,surname,born,died,bornCountry,bornCountryCode,gender,prize_years,prize_categories,prize_motivation,ISO-ALPHA-3,latitude,longitude,officialCountryName
161,Emil,Fischer,1852,1919,Prussia (now Germany),DE,male,1902,chemistry,"""in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses""",DDR,52.05,12.39,German Democratic Republic
162,Svante,Arrhenius,1859,1927,Sweden,SE,male,1903,chemistry,"""in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation""",SWE,61.0,15.0,Sweden
163,Sir William,Ramsay,1852,1916,Scotland,GB,male,1904,chemistry,"""in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system""",GBR,54.6,-2.0,United Kingdom
164,Adolf,von Baeyer,1835,1917,Prussia (now Germany),DE,male,1905,chemistry,"""in recognition of his services in the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds""",DDR,52.05,12.39,German Democratic Republic
165,Henri,Moissan,1852,1907,France,FR,male,1906,chemistry,"""in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him""",FRA,47.0,2.0,France
166,Eduard,Buchner,1860,1917,Bavaria (now Germany),DE,male,1907,chemistry,"""for his biochemical researches and his discovery of cell-free fermentation""",DDR,52.05,12.39,German Democratic Republic
167,Ernest,Rutherford,1871,1937,New Zealand,NZ,male,1908,chemistry,"""for his investigations into the disintegration of the elements, and the chemistry of radioactive substances""",NZL,-41.2,174.0,New Zealand
168,Wilhelm,Ostwald,1853,1932,Russian Empire (now Latvia),LV,male,1909,chemistry,"""in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction""",LVA,57.0,25.0,Latvia
169,Otto,Wallach,1847,1931,Germany (now Russia),RU,male,1910,chemistry,"""in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds""",RUS,66.42,94.25,Russia
172,Victor,Grignard,1871,1935,France,FR,male,1912,chemistry,"""for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry""",FRA,47.0,2.0,France
173,Paul,Sabatier,1854,1941,France,FR,male,1912,chemistry,"""for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years""",FRA,47.0,2.0,France
174,Alfred,Werner,1866,1919,France,FR,male,1913,chemistry,"""in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry""",FRA,47.0,2.0,France
175,Theodore W.,Richards,1868,1928,USA,US,male,1914,chemistry,"""in recognition of his accurate determinations of the atomic weight of a large number of chemical elements""",USA,39.83,-98.58,United States of America
176,Richard,Willstätter,1872,1942,Germany,DE,male,1915,chemistry,"""for his researches on plant pigments, especially chlorophyll""",DDR,52.05,12.39,German Democratic Republic
177,Fritz,Haber,1868,1934,Prussia (now Poland),PL,male,1918,chemistry,"""for the synthesis of ammonia from its elements""",POL,52.0,19.0,Poland
178,Walther,Nernst,1864,1941,Prussia (now Poland),PL,male,1920,chemistry,"""in recognition of his work in thermochemistry""",POL,52.0,19.0,Poland
179,Frederick,Soddy,1877,1956,United Kingdom,GB,male,1921,chemistry,"""for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes""",GBR,54.6,-2.0,United Kingdom
180,Francis W.,Aston,1877,1945,United Kingdom,GB,male,1922,chemistry,"""for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule""",GBR,54.6,-2.0,United Kingdom
181,Fritz,Pregl,1869,1930,Austria-Hungary (now Slovenia),SI,male,1923,chemistry,"""for his invention of the method of micro-analysis of organic substances""",SVN,46.0,15.0,Slovenia
182,Richard,Zsigmondy,1865,1929,Austrian Empire (now Austria),AT,male,1925,chemistry,"""for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry""",AUT,48.0,14.0,Austria
183,The,Svedberg,1884,1971,Sweden,SE,male,1926,chemistry,"""for his work on disperse systems""",SWE,61.0,15.0,Sweden
184,Heinrich,Wieland,1877,1957,Germany,DE,male,1927,chemistry,"""for his investigations of the constitution of the bile acids and related substances""",DDR,52.05,12.39,German Democratic Republic
185,Adolf,Windaus,1876,1959,Germany,DE,male,1928,chemistry,"""for the services rendered through his research into the constitution of the sterols and their connection with the vitamins""",DDR,52.05,12.39,German Democratic Republic
186,Arthur,Harden,1865,1940,United Kingdom,GB,male,1929,chemistry,"""for their investigations on the fermentation of sugar and fermentative enzymes""",GBR,54.6,-2.0,United Kingdom
187,Hans,von Euler-Chelpin,1873,1964,Germany,DE,male,1929,chemistry,"""for their investigations on the fermentation of sugar and fermentative enzymes""",DDR,52.05,12.39,German Democratic Republic
188,Hans,Fischer,1881,1945,Germany,DE,male,1930,chemistry,"""for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin""",DDR,52.05,12.39,German Democratic Republic
189,Carl,Bosch,1874,1940,Germany,DE,male,1931,chemistry,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",DDR,52.05,12.39,German Democratic Republic
190,Friedrich,Bergius,1884,1949,Germany (now Poland),PL,male,1931,chemistry,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",POL,52.0,19.0,Poland
191,Irving,Langmuir,1881,1957,USA,US,male,1932,chemistry,"""for his discoveries and investigations in surface chemistry""",USA,39.83,-98.58,United States of America
192,Harold C.,Urey,1893,1981,USA,US,male,1934,chemistry,"""for his discovery of heavy hydrogen""",USA,39.83,-98.58,United States of America
193,Frédéric,Joliot,1900,1958,France,FR,male,1935,chemistry,"""in recognition of their synthesis of new radioactive elements""",FRA,47.0,2.0,France
194,Irène,Joliot-Curie,1897,1956,France,FR,female,1935,chemistry,"""in recognition of their synthesis of new radioactive elements""",FRA,47.0,2.0,France
195,Peter,Debye,1884,1966,the Netherlands,NL,male,1936,chemistry,"""for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases""",NLD,52.32,5.55,Netherlands
196,Norman,Haworth,1883,1950,United Kingdom,GB,male,1937,chemistry,"""for his investigations on carbohydrates and vitamin C""",GBR,54.6,-2.0,United Kingdom
197,Paul,Karrer,1889,1971,Russia,RU,male,1937,chemistry,"""for his investigations on carotenoids, flavins and vitamins A and B2""",RUS,66.42,94.25,Russia
198,Richard,Kuhn,1900,1967,Austria-Hungary (now Austria),AT,male,1938,chemistry,"""for his work on carotenoids and vitamins""",AUT,48.0,14.0,Austria
199,Adolf,Butenandt,1903,1995,Germany,DE,male,1939,chemistry,"""for his work on sex hormones""",DDR,52.05,12.39,German Democratic Republic
200,Leopold,Ruzicka,1887,1976,Austria-Hungary (now Croatia),HR,male,1939,chemistry,"""for his work on polymethylenes and higher terpenes""",HRV,45.25,15.47,Croatia
201,George,de Hevesy,1885,1966,Austria-Hungary (now Hungary),HU,male,1943,chemistry,"""for his work on the use of isotopes as tracers in the study of chemical processes""",HUN,47.0,19.0,Hungary
202,Otto,Hahn,1879,1968,Germany,DE,male,1944,chemistry,"""for his discovery of the fission of heavy nuclei""",DDR,52.05,12.39,German Democratic Republic
203,Artturi,Virtanen,1895,1973,Russian Empire (now Finland),FI,male,1945,chemistry,"""for his research and inventions in agricultural and nutrition chemistry, especially for his fodder preservation method""",FIN,65.0,27.0,Finland
204,James B.,Sumner,1887,1955,USA,US,male,1946,chemistry,"""for his discovery that enzymes can be crystallized""",USA,39.83,-98.58,United States of America
205,John H.,Northrop,1891,1987,USA,US,male,1946,chemistry,"""for their preparation of enzymes and virus proteins in a pure form""",USA,39.83,-98.58,United States of America
206,Wendell M.,Stanley,1904,1971,USA,US,male,1946,chemistry,"""for their preparation of enzymes and virus proteins in a pure form""",USA,39.83,-98.58,United States of America
207,Sir Robert,Robinson,1886,1975,United Kingdom,GB,male,1947,chemistry,"""for his investigations on plant products of biological importance, especially the alkaloids""",GBR,54.6,-2.0,United Kingdom
208,Arne,Tiselius,1902,1971,Sweden,SE,male,1948,chemistry,"""for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins""",SWE,61.0,15.0,Sweden
209,William F.,Giauque,1895,1982,Canada,CA,male,1949,chemistry,"""for his contributions in the field of chemical thermodynamics, particularly concerning the behaviour of substances at extremely low temperatures""",CAN,56.0,-109.0,Canada
210,Otto,Diels,1876,1954,Germany,DE,male,1950,chemistry,"""for their discovery and development of the diene synthesis""",DDR,52.05,12.39,German Democratic Republic
211,Kurt,Alder,1902,1958,Prussia (now Poland),PL,male,1950,chemistry,"""for their discovery and development of the diene synthesis""",POL,52.0,19.0,Poland
212,Edwin M.,McMillan,1907,1991,USA,US,male,1951,chemistry,"""for their discoveries in the chemistry of the transuranium elements""",USA,39.83,-98.58,United States of America
213,Glenn T.,Seaborg,1912,1999,USA,US,male,1951,chemistry,"""for their discoveries in the chemistry of the transuranium elements""",USA,39.83,-98.58,United States of America
214,Archer J.P.,Martin,1910,2002,United Kingdom,GB,male,1952,chemistry,"""for their invention of partition chromatography""",GBR,54.6,-2.0,United Kingdom
215,Richard L.M.,Synge,1914,1994,United Kingdom,GB,male,1952,chemistry,"""for their invention of partition chromatography""",GBR,54.6,-2.0,United Kingdom
216,Hermann,Staudinger,1881,1965,Germany,DE,male,1953,chemistry,"""for his discoveries in the field of macromolecular chemistry""",DDR,52.05,12.39,German Democratic Republic
217,Linus,Pauling,1901,1994,USA,US,male,"1954, 1962","chemistry, peace","""for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances"", ""for his fight against the nuclear arms race between East and West""",USA,39.83,-98.58,United States of America
218,Vincent,du Vigneaud,1901,1978,USA,US,male,1955,chemistry,"""for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone""",USA,39.83,-98.58,United States of America
219,Sir Cyril,Hinshelwood,1897,1967,United Kingdom,GB,male,1956,chemistry,"""for their researches into the mechanism of chemical reactions""",GBR,54.6,-2.0,United Kingdom
220,Nikolay,Semenov,1896,1986,Russia,RU,male,1956,chemistry,"""for their researches into the mechanism of chemical reactions""",RUS,66.42,94.25,Russia
221,Lord,Todd,1907,1997,Scotland,GB,male,1957,chemistry,"""for his work on nucleotides and nucleotide co-enzymes""",GBR,54.6,-2.0,United Kingdom
222,Frederick,Sanger,1918,2013,United Kingdom,GB,male,"1958, 1980","chemistry, chemistry","""for his work on the structure of proteins, especially that of insulin"", ""for their contributions concerning the determination of base sequences in nucleic acids""",GBR,54.6,-2.0,United Kingdom
223,Jaroslav,Heyrovsky,1890,1967,Austria-Hungary (now Czech Republic),CZ,male,1959,chemistry,"""for his discovery and development of the polarographic methods of analysis""",CZE,49.5,16.0,Czech Republic
